,dataset,n-k,voting,distance,n-folds,acc_mean,prec_mean,rec_mean,f1_mean
461,diabetes,1,distance,euclidean,7,0.7062630208333333,0.6746859094653493,0.6679756716417911,0.6706972133857454
462,diabetes,1,distance,euclidean,8,0.7043229166666667,0.6724470121634099,0.6656892537313434,0.6684104151235639
463,diabetes,1,distance,euclidean,9,0.7056380208333333,0.6740814105616232,0.6677640298507462,0.6703533625470692
464,diabetes,1,sqrt-order,manhattan,2,0.6851041666666666,0.6509489225420304,0.646020895522388,0.6479483703050781
465,diabetes,1,sqrt-order,manhattan,3,0.6879296875000002,0.6541758501894396,0.6491517910447762,0.6511826966904208
466,diabetes,1,sqrt-order,manhattan,4,0.6889453125,0.6555150621818417,0.6511177611940299,0.6529162498342377
467,diabetes,1,sqrt-order,manhattan,5,0.6877994791666666,0.6542789592120767,0.6499001492537314,0.65171862376796
468,diabetes,1,sqrt-order,manhattan,6,0.6897005208333334,0.6562463884088271,0.6514726865671642,0.6534484155929312
469,diabetes,1,sqrt-order,manhattan,7,0.6871614583333332,0.653474389360231,0.6490205970149253,0.6508657762514276
470,diabetes,1,sqrt-order,manhattan,8,0.6885286458333333,0.6548440911192523,0.6500186567164179,0.6520126443285951
471,diabetes,1,sqrt-order,manhattan,9,0.6879166666666668,0.6543478864588129,0.6499641791044776,0.6518031922144639
472,diabetes,1,sqrt-order,euclidean,2,0.6961067708333334,0.6633983484917749,0.6578902985074627,0.6600103872706445
473,diabetes,1,sqrt-order,euclidean,3,0.7015364583333334,0.6695782887724349,0.6639820895522388,0.6662416460477851
474,diabetes,1,sqrt-order,euclidean,4,0.703203125,0.6713404820320715,0.6650197014925374,0.6675474757789359
475,diabetes,1,sqrt-order,euclidean,5,0.7048046875,0.6731960007188902,0.6671673134328359,0.6696362989130222
476,diabetes,1,sqrt-order,euclidean,6,0.7036718750000002,0.6716860620381072,0.6647391044776121,0.6675154722810055
477,diabetes,1,sqrt-order,euclidean,7,0.7029427083333332,0.6709958306686952,0.6647331343283582,0.6672795293268554
478,diabetes,1,sqrt-order,euclidean,8,0.7049348958333332,0.6732709944678409,0.6669729850746268,0.669533431926098
479,diabetes,1,sqrt-order,euclidean,9,0.704765625,0.6730609054763015,0.6667131343283583,0.6692972823345674
480,diabetes,2,uniform,manhattan,2,0.6981901041666666,0.6763554865171834,0.6064332835820896,0.6042335572621321
481,diabetes,2,uniform,manhattan,3,0.7031640625,0.6841894028390121,0.6131359701492538,0.6125997065835584
482,diabetes,2,uniform,manhattan,4,0.7063411458333333,0.6896877452009261,0.6168658208955224,0.6171297167532575
483,diabetes,2,uniform,manhattan,5,0.7080989583333333,0.6921972597616073,0.6193411940298508,0.6202118769768376
484,diabetes,2,uniform,manhattan,6,0.70953125,0.6946900273640999,0.6208480597014926,0.6219635370379675
485,diabetes,2,uniform,manhattan,7,0.7108723958333332,0.6972180886884933,0.6221897014925373,0.6235440902723518
486,diabetes,2,uniform,manhattan,8,0.7114322916666665,0.6979777428985899,0.623043880597015,0.6246002310685648
487,diabetes,2,uniform,manhattan,9,0.7126171874999998,0.6999800129054945,0.6243780597014925,0.6261905406144885
488,diabetes,2,uniform,euclidean,2,0.7047786458333333,0.6877477989722212,0.6144798507462688,0.6140598776733125
489,diabetes,2,uniform,euclidean,3,0.7092187500000001,0.6933039122985636,0.6212399999999999,0.6225271591002778
490,diabetes,2,uniform,euclidean,4,0.7098828125,0.6945616102997957,0.6220529850746268,0.6235917300236601
491,diabetes,2,uniform,euclidean,5,0.7092057291666666,0.6936534781922614,0.6209789552238807,0.6222341735122444
492,diabetes,2,uniform,euclidean,6,0.7098307291666667,0.6944125336982558,0.6219091044776119,0.6233915249643893
493,diabetes,2,uniform,euclidean,7,0.7100911458333333,0.6947162236894866,0.6223255223880597,0.6239210224832107
494,diabetes,2,uniform,euclidean,8,0.70921875,0.693789695870976,0.6208331343283582,0.6220475323634796
495,diabetes,2,uniform,euclidean,9,0.7112369791666667,0.6972804398860974,0.6231535820895523,0.6248223988670903
496,diabetes,2,distance,manhattan,2,0.6860026041666667,0.6518632283800059,0.6464858208955223,0.6485630218557881
497,diabetes,2,distance,manhattan,3,0.6885416666666668,0.6548607097336457,0.6497949253731343,0.6518314439014427
498,diabetes,2,distance,manhattan,4,0.6881510416666669,0.6545637373448742,0.6498758208955223,0.6517807082965958
499,diabetes,2,distance,manhattan,5,0.6888671875000001,0.6553796746625613,0.6507894029850746,0.6526749342762497
500,diabetes,2,distance,manhattan,6,0.6886197916666668,0.6551315004256868,0.6505907462686568,0.6524607385888299
501,diabetes,2,distance,manhattan,7,0.6881901041666666,0.6545531977214276,0.6498105970149254,0.6517661055250127
502,diabetes,2,distance,manhattan,8,0.6884635416666666,0.6548142890895025,0.6500465671641791,0.6520159967777276
503,diabetes,2,distance,manhattan,9,0.6880859374999999,0.6544961855637931,0.6500335820895523,0.6519085935371558
504,diabetes,2,distance,euclidean,2,0.6971223958333332,0.6645082049057628,0.6584625373134328,0.6608083569308897
505,diabetes,2,distance,euclidean,3,0.7011979166666665,0.6691211378256966,0.6631594029850746,0.6655527633794788
506,diabetes,2,distance,euclidean,4,0.7026692708333335,0.670658736229959,0.6643067164179105,0.6668607938339938
507,diabetes,2,distance,euclidean,5,0.70515625,0.6734752066232613,0.6668746268656718,0.669541559682231
508,diabetes,2,distance,euclidean,6,0.7050130208333333,0.6733468330966293,0.6667905970149255,0.6694374242713874
509,diabetes,2,distance,euclidean,7,0.7053645833333333,0.6737790346651693,0.6674414925373136,0.6700155879219118
510,diabetes,2,distance,euclidean,8,0.7048828124999997,0.6730876669100913,0.6662837313432837,0.6690311206964465
511,diabetes,2,distance,euclidean,9,0.7048437500000001,0.6730667461619223,0.6663922388059702,0.669101510012469
512,diabetes,2,sqrt-order,manhattan,2,0.6866276041666667,0.6524211065593236,0.6468965671641791,0.6490472994163328
513,diabetes,2,sqrt-order,manhattan,3,0.6891145833333333,0.655720325176823,0.6511179104477611,0.6529879556813537
514,diabetes,2,sqrt-order,manhattan,4,0.6871484375000001,0.6534313226336482,0.6488028358208956,0.6506862917741497
515,diabetes,2,sqrt-order,manhattan,5,0.6879947916666665,0.6544350102856683,0.6499635820895523,0.6518163613147344
516,diabetes,2,sqrt-order,manhattan,6,0.6901562499999998,0.6567524873492735,0.6519438805970149,0.6539338866000289
517,diabetes,2,sqrt-order,manhattan,7,0.6886848958333333,0.6551146162474845,0.6504329850746268,0.6523761862799594
518,diabetes,2,sqrt-order,manhattan,8,0.6877473958333333,0.6541115532417705,0.6496523880597016,0.6515194347659475
519,diabetes,2,sqrt-order,manhattan,9,0.6870572916666666,0.6533796821431079,0.6490271641791046,0.6508579046969684
520,diabetes,2,sqrt-order,euclidean,2,0.6974348958333333,0.6649939737547585,0.659464328358209,0.6616311379276014
521,diabetes,2,sqrt-order,euclidean,3,0.7010677083333334,0.6689511805001385,0.662929552238806,0.6653305112037734
522,diabetes,2,sqrt-order,euclidean,4,0.7037369791666666,0.6719678464160549,0.6656028358208954,0.6681553706560734
523,diabetes,2,sqrt-order,euclidean,5,0.7027083333333334,0.6707956922158377,0.6647608955223879,0.6671991955857374
524,diabetes,2,sqrt-order,euclidean,6,0.7042317708333334,0.6724914594675241,0.6661992537313433,0.6687637493815367
525,diabetes,2,sqrt-order,euclidean,7,0.7043229166666669,0.672469589120272,0.6658104477611939,0.6685010856341488
526,diabetes,2,sqrt-order,euclidean,8,0.7054166666666667,0.6737285917117088,0.6670832835820895,0.6697780445571249
527,diabetes,2,sqrt-order,euclidean,9,0.7054296875000001,0.6737674561693353,0.667231791044776,0.6698958497360841
528,diabetes,3,uniform,manhattan,2,0.71203125,0.6805243684140756,0.6646146268656716,0.6696781595510872
529,diabetes,3,uniform,manhattan,3,0.71328125,0.6820116410451234,0.6678513432835821,0.6726257812805791
530,diabetes,3,uniform,manhattan,4,0.7147005208333336,0.6837573874856983,0.6700320895522388,0.6747499968486224
531,diabetes,3,uniform,manhattan,5,0.7148177083333335,0.6838684690408513,0.6700182089552239,0.6747745732295729
532,diabetes,3,uniform,manhattan,6,0.7146744791666667,0.6836945393087316,0.6700294029850746,0.6747468640867357
533,diabetes,3,uniform,manhattan,7,0.7150260416666666,0.6841008569169744,0.6703946268656716,0.6751299080061633
534,diabetes,3,uniform,manhattan,8,0.7157291666666667,0.6849667595623906,0.6718435820895522,0.6764830068809401
535,diabetes,3,uniform,manhattan,9,0.7149739583333333,0.6840459937489054,0.6707008955223881,0.6753793695650643
536,diabetes,3,uniform,euclidean,2,0.7207812500000002,0.6910703555238439,0.6769095522388059,0.6817706391218536
537,diabetes,3,uniform,euclidean,3,0.7284635416666666,0.7000740089867216,0.6871465671641791,0.6918625682479194
538,diabetes,3,uniform,euclidean,4,0.7321354166666667,0.7043472847513336,0.6915507462686566,0.6963268112252854
539,diabetes,3,uniform,euclidean,5,0.7347656249999999,0.7073650344796145,0.6958041791044777,0.7002471559825778
540,diabetes,3,uniform,euclidean,6,0.7348177083333334,0.7073815531956547,0.6963289552238805,0.7006383568652819
541,diabetes,3,uniform,euclidean,7,0.7339713541666667,0.7063817003709368,0.6956529850746268,0.6998554062159914
542,diabetes,3,uniform,euclidean,8,0.73578125,0.7084604591297196,0.6979,0.7020760622900676
543,diabetes,3,uniform,euclidean,9,0.7365625000000001,0.7093772197066872,0.6990453731343282,0.7031532956916283
544,diabetes,3,distance,manhattan,2,0.7062369791666667,0.6736948636995814,0.6597577611940298,0.6642808723909112
545,diabetes,3,distance,manhattan,3,0.7089062500000002,0.6769533586379208,0.6643268656716418,0.6686646599903818
546,diabetes,3,distance,manhattan,4,0.7099869791666668,0.6782437273427321,0.6661350746268657,0.6703900951242807
547,diabetes,3,distance,manhattan,5,0.7099739583333334,0.6783041623735121,0.6669128358208956,0.6710051976221839
548,diabetes,3,distance,manhattan,6,0.7095963541666667,0.6777491167881433,0.6656792537313433,0.6699429736678973
549,diabetes,3,distance,manhattan,7,0.7105078125,0.6788894101948412,0.6673920895522388,0.6715401131902121
550,diabetes,3,distance,manhattan,8,0.7118750000000001,0.6805311562735978,0.6691779104477612,0.6733006410796156
551,diabetes,3,distance,manhattan,9,0.7098958333333333,0.678200858748084,0.6671298507462686,0.6711723944766064
552,diabetes,3,distance,euclidean,2,0.7179557291666664,0.68763642330374,0.6737267164179105,0.6785096916823282
553,diabetes,3,distance,euclidean,3,0.7252994791666666,0.696335433242362,0.6835046268656717,0.6881697076880648
554,diabetes,3,distance,euclidean,4,0.7291145833333332,0.7007865915417076,0.6892653731343285,0.6936313497808905
555,diabetes,3,distance,euclidean,5,0.7297526041666665,0.7014850767957698,0.6903094029850746,0.694593925950603
556,diabetes,3,distance,euclidean,6,0.7315885416666665,0.7036439210113421,0.6937883582089551,0.6977072021777289
557,diabetes,3,distance,euclidean,7,0.7309635416666665,0.7028902716534752,0.6930053731343284,0.6969332363386965
558,diabetes,3,distance,euclidean,8,0.7327864583333334,0.7050029377146769,0.6958597014925374,0.6995623002752731
559,diabetes,3,distance,euclidean,9,0.7319531250000001,0.7040226203534061,0.6949080597014927,0.6985958252287204
560,diabetes,3,sqrt-order,manhattan,2,0.7106640625,0.6788764950924263,0.6641100000000001,0.6689254618641266
561,diabetes,3,sqrt-order,manhattan,3,0.7161979166666665,0.6855211973347296,0.671078208955224,0.6759844796185059
562,diabetes,3,sqrt-order,manhattan,4,0.7135937499999998,0.6824355830922076,0.6682385074626866,0.6730426270125135
563,diabetes,3,sqrt-order,manhattan,5,0.7140234374999999,0.6829354206314245,0.6690446268656716,0.6738022985541301
564,diabetes,3,sqrt-order,manhattan,6,0.7164583333333333,0.6858204019829256,0.672524776119403,0.6772106848339109
565,diabetes,3,sqrt-order,manhattan,7,0.7149348958333335,0.6839894713174149,0.6702726865671642,0.6750195609663399
566,diabetes,3,sqrt-order,manhattan,8,0.7152604166666667,0.6844148996528508,0.6710767164179106,0.6757455361431458
567,diabetes,3,sqrt-order,manhattan,9,0.7161458333333333,0.6854320659453721,0.672094328358209,0.6767856719763575
568,diabetes,3,sqrt-order,euclidean,2,0.7215364583333332,0.6919631604713037,0.678545671641791,0.6832706721161601
569,diabetes,3,sqrt-order,euclidean,3,0.7274479166666667,0.6987954980111638,0.6856567164179103,0.6904493723368705
570,diabetes,3,sqrt-order,euclidean,4,0.7334505208333333,0.7058608971166782,0.6931147761194029,0.6978813094744152
571,diabetes,3,sqrt-order,euclidean,5,0.7339713541666666,0.7064125357619495,0.6948392537313433,0.6992786493152596
572,diabetes,3,sqrt-order,euclidean,6,0.7348567708333333,0.7074243323072933,0.6963502985074627,0.7006607941548105
573,diabetes,3,sqrt-order,euclidean,7,0.7340624999999998,0.7065010338840723,0.6955065671641789,0.69980113559037
574,diabetes,3,sqrt-order,euclidean,8,0.7351822916666668,0.7077763018538232,0.697336119402985,0.7014799688139604
575,diabetes,3,sqrt-order,euclidean,9,0.7361067708333333,0.7088451612642859,0.6981067164179104,0.7023501873766491
576,diabetes,4,uniform,manhattan,2,0.7109505208333331,0.6907724730655851,0.6291144776119403,0.6328434528991782
577,diabetes,4,uniform,manhattan,3,0.7135546875,0.6924994671043693,0.634819552238806,0.6397062084643802
578,diabetes,4,uniform,manhattan,4,0.7133463541666667,0.6918395018793114,0.6350750746268656,0.6400936031027108
579,diabetes,4,uniform,manhattan,5,0.7139192708333332,0.6920523844787604,0.6365625373134329,0.6418452718470014
580,diabetes,4,uniform,manhattan,6,0.7117838541666665,0.6883748065560398,0.6347494029850747,0.6398399941115609
581,diabetes,4,uniform,manhattan,7,0.7116666666666667,0.6881640226699859,0.6346247761194029,0.6397066311818693
582,diabetes,4,uniform,manhattan,8,0.7126822916666667,0.6893008003777397,0.6364176119402984,0.6418103360178197
583,diabetes,4,uniform,manhattan,9,0.7123697916666666,0.6888656783031964,0.636039104477612,0.6413683892857042
584,diabetes,4,uniform,euclidean,2,0.716796875,0.6977322662531554,0.6384262686567165,0.6438642704834981
585,diabetes,4,uniform,euclidean,3,0.7236328125,0.7066248011257263,0.6479094029850746,0.6547705708094891
586,diabetes,4,uniform,euclidean,4,0.7255078125,0.7093751217660332,0.649981343283582,0.657137326290195
587,diabetes,4,uniform,euclidean,5,0.7285416666666668,0.7134106375981301,0.6539994029850746,0.6616938255338105
588,diabetes,4,uniform,euclidean,6,0.7295442708333333,0.7151811850564056,0.6548992537313433,0.6627445995596463
589,diabetes,4,uniform,euclidean,7,0.7295442708333334,0.7146512747787761,0.6554273134328358,0.6633310035011074
590,diabetes,4,uniform,euclidean,8,0.73,0.7150598670392847,0.6562188059701493,0.6642145712223885
591,diabetes,4,uniform,euclidean,9,0.7307031250000001,0.7164305915125769,0.6566549253731344,0.6647121856449333
592,diabetes,4,distance,manhattan,2,0.7174348958333334,0.6870419282310672,0.6712317910447761,0.6764209292506459
593,diabetes,4,distance,manhattan,3,0.7166015625,0.6860186724880601,0.6722365671641789,0.6769942468527979
594,diabetes,4,distance,manhattan,4,0.7189322916666667,0.6887468671024587,0.6747277611940299,0.6795996108032321
595,diabetes,4,distance,manhattan,5,0.7180989583333333,0.6877936207293075,0.6739665671641791,0.6787950227982961
596,diabetes,4,distance,manhattan,6,0.7173697916666666,0.6869156735996786,0.6731208955223881,0.6779351421746681
597,diabetes,4,distance,manhattan,7,0.717421875,0.6869868830759671,0.6738101492537314,0.6784828339073684
598,diabetes,4,distance,manhattan,8,0.7182031250000002,0.6878988398036333,0.6746525373134328,0.6793540807394578
599,diabetes,4,distance,manhattan,9,0.7170833333333333,0.6865578030625514,0.6732038805970149,0.6779108034801375
600,diabetes,4,distance,euclidean,2,0.7219010416666669,0.6923733814720976,0.6784707462686567,0.6832955678424733
601,diabetes,4,distance,euclidean,3,0.7283333333333333,0.6999142518882651,0.6862674626865671,0.6912303530434306
602,diabetes,4,distance,euclidean,4,0.7312890625,0.7033868258574547,0.6897926865671642,0.6947658006165498
603,diabetes,4,distance,euclidean,5,0.7345833333333331,0.7071926550263544,0.6939068656716416,0.6988456550989313
604,diabetes,4,distance,euclidean,6,0.7335026041666667,0.7059474734357204,0.6926526865671642,0.6975916351903453
605,diabetes,4,distance,euclidean,7,0.7360156250000002,0.7088710874554377,0.6957946268656717,0.7007145026316673
606,diabetes,4,distance,euclidean,8,0.7367578125,0.7097431210614783,0.6965810447761194,0.7015360236520628
607,diabetes,4,distance,euclidean,9,0.737265625,0.7103082210709093,0.6972653731343282,0.7022052872974598
608,diabetes,4,sqrt-order,manhattan,2,0.7140104166666665,0.6829866498209435,0.6675543283582089,0.6725449212578118
609,diabetes,4,sqrt-order,manhattan,3,0.7162109375,0.685555348830038,0.6706120895522389,0.6755998004508729
610,diabetes,4,sqrt-order,manhattan,4,0.7170052083333333,0.6864808506863721,0.6712913432835822,0.6763797483917804
611,diabetes,4,sqrt-order,manhattan,5,0.7181119791666667,0.6878148683410805,0.6730849253731342,0.6781200409491999
612,diabetes,4,sqrt-order,manhattan,6,0.7169270833333333,0.6863975374727996,0.6720970149253731,0.6770072033650859
613,diabetes,4,sqrt-order,manhattan,7,0.7177473958333332,0.6873678126351018,0.673419552238806,0.6782746631036166
614,diabetes,4,sqrt-order,manhattan,8,0.7168489583333333,0.6862647445034729,0.6724785074626866,0.6772814916254329
615,diabetes,4,sqrt-order,manhattan,9,0.7174088541666667,0.6869428284333636,0.6729517910447761,0.6778213559322714
616,diabetes,4,sqrt-order,euclidean,2,0.7224479166666667,0.6929722598762137,0.6787002985074626,0.6836560303161161
617,diabetes,4,sqrt-order,euclidean,3,0.7287630208333334,0.7005060434313719,0.6860261194029852,0.6911582455954414
618,diabetes,4,sqrt-order,euclidean,4,0.7342708333333333,0.706964890810051,0.6919614925373133,0.6973208804316607
619,diabetes,4,sqrt-order,euclidean,5,0.7351953125,0.7080329017246163,0.6936497014925374,0.698891205452203
620,diabetes,4,sqrt-order,euclidean,6,0.7360026041666667,0.7089892798202488,0.6940100000000001,0.6994300831487188
621,diabetes,4,sqrt-order,euclidean,7,0.7383203125,0.7117697599830701,0.6962574626865671,0.7018512027468518
622,diabetes,4,sqrt-order,euclidean,8,0.7402343749999999,0.7139798548907891,0.6990865671641789,0.7045602853835262
623,diabetes,4,sqrt-order,euclidean,9,0.7395312499999999,0.7131193534514928,0.6983734328358211,0.7037985010122796
624,diabetes,5,uniform,manhattan,2,0.7242447916666666,0.6959020110065075,0.6729471641791045,0.6795299350621066
625,diabetes,5,uniform,manhattan,3,0.72734375,0.6993891527417162,0.6780799999999999,0.6845978461606357
626,diabetes,5,uniform,manhattan,4,0.7263932291666666,0.6980823501601218,0.678111791044776,0.6843881769669998
627,diabetes,5,uniform,manhattan,5,0.7268229166666664,0.6984904800910107,0.6796104477611941,0.6856941166456005
628,diabetes,5,uniform,manhattan,6,0.7265234374999998,0.698095199836504,0.6790774626865672,0.6851886922027839
629,diabetes,5,uniform,manhattan,7,0.7279557291666667,0.6997353864488446,0.6817789552238805,0.6877343341349335
630,diabetes,5,uniform,manhattan,8,0.7274348958333334,0.6990864308329072,0.6812404477611939,0.6871515973722581
631,diabetes,5,uniform,manhattan,9,0.7278776041666668,0.6995594074560249,0.6821085074626865,0.6879460420320375
632,diabetes,5,uniform,euclidean,2,0.7269010416666667,0.6987596310407551,0.6789865671641792,0.6851869853429053
633,diabetes,5,uniform,euclidean,3,0.732578125,0.7052593905968589,0.6875797014925373,0.6935423108492661
634,diabetes,5,uniform,euclidean,4,0.7327213541666666,0.7053955450744533,0.6876291044776118,0.6936311398112597
635,diabetes,5,uniform,euclidean,5,0.7354687500000001,0.7087164117600423,0.6908038805970148,0.6969052618468079
636,diabetes,5,uniform,euclidean,6,0.7372395833333332,0.7108223954362779,0.6928131343283581,0.6989812096779648
637,diabetes,5,uniform,euclidean,7,0.7379036458333332,0.7115293730643134,0.6939723880597015,0.700056475774844
638,diabetes,5,uniform,euclidean,8,0.7379036458333332,0.7114575402604371,0.6943705970149253,0.7003646144144122
639,diabetes,5,uniform,euclidean,9,0.7372395833333334,0.7106736554977356,0.6934623880597015,0.6994623714872364
640,diabetes,5,distance,manhattan,2,0.7208593750000002,0.6916110306269984,0.6700355223880595,0.6763314441207433
641,diabetes,5,distance,manhattan,3,0.72203125,0.6928439157781762,0.6726062686567164,0.6787717014022165
642,diabetes,5,distance,manhattan,4,0.724921875,0.6962389878850004,0.6766874626865672,0.6828461395854779
643,diabetes,5,distance,manhattan,5,0.7236197916666667,0.6945403977772259,0.6764579104477609,0.6822904046887465
644,diabetes,5,distance,manhattan,6,0.7242447916666669,0.69528717744662,0.6769638805970151,0.6828803404124614
645,diabetes,5,distance,manhattan,7,0.7243359375,0.6953448763963646,0.6775792537313433,0.6833712063486814
646,diabetes,5,distance,manhattan,8,0.7238932291666668,0.6947224938214603,0.6780270149253731,0.6836220011658586
647,diabetes,5,distance,manhattan,9,0.724765625,0.6958106220991729,0.6786450746268657,0.6843578293915652
648,diabetes,5,distance,euclidean,2,0.7254166666666666,0.6968329782847812,0.6778119402985076,0.6838437112028799
649,diabetes,5,distance,euclidean,3,0.730625,0.7029529987519985,0.6852832835820896,0.691198265940789
650,diabetes,5,distance,euclidean,4,0.7308984375000002,0.7032032120314118,0.6855279104477612,0.691487265788785
651,diabetes,5,distance,euclidean,5,0.7324479166666669,0.7049465598816673,0.6885271641791044,0.6942268079195921
652,diabetes,5,distance,euclidean,6,0.7325260416666666,0.7050503071876755,0.6881976119402985,0.6939992979028239
653,diabetes,5,distance,euclidean,7,0.73390625,0.7066406079229924,0.6903310447761194,0.6960493356698885
654,diabetes,5,distance,euclidean,8,0.7345442708333334,0.7074586249011999,0.6904574626865672,0.6963685472847831
655,diabetes,5,distance,euclidean,9,0.7353255208333335,0.7083645096527641,0.6916807462686566,0.697527623244167
656,diabetes,5,sqrt-order,manhattan,2,0.7215364583333332,0.6922787182165889,0.6719405970149254,0.6780305534883694
657,diabetes,5,sqrt-order,manhattan,3,0.7253515625,0.6967602853798677,0.677311791044776,0.6834574823069114
658,diabetes,5,sqrt-order,manhattan,4,0.729765625,0.7019185355891814,0.6837056716417911,0.6897333011224273
659,diabetes,5,sqrt-order,manhattan,5,0.7300781250000001,0.7022571855339597,0.6845689552238805,0.6904908559050503
660,diabetes,5,sqrt-order,manhattan,6,0.7304166666666668,0.7025973657117227,0.6851492537313432,0.6910427089962461
661,diabetes,5,sqrt-order,manhattan,7,0.7299739583333331,0.7019964042946458,0.6855450746268655,0.6912018849323731
662,diabetes,5,sqrt-order,manhattan,8,0.7322526041666667,0.7046976842566699,0.6881434328358209,0.6938878740048458
663,diabetes,5,sqrt-order,manhattan,9,0.7326822916666665,0.705192824095898,0.6886985074626866,0.6944331318590818
664,diabetes,5,sqrt-order,euclidean,2,0.7258984375000002,0.6971965750612267,0.6804240298507463,0.6860223613803147
665,diabetes,5,sqrt-order,euclidean,3,0.7313151041666667,0.7036576029038076,0.687111791044776,0.6927867624446478
666,diabetes,5,sqrt-order,euclidean,4,0.7351562499999998,0.7081524125447979,0.6918277611940299,0.6975664768218357
667,diabetes,5,sqrt-order,euclidean,5,0.7354557291666667,0.7084351007450604,0.6924732835820895,0.6981174973106477
668,diabetes,5,sqrt-order,euclidean,6,0.7380859375,0.7115727871198584,0.6954714925373134,0.7012044788665066
669,diabetes,5,sqrt-order,euclidean,7,0.7390755208333332,0.7127264418353855,0.6968288059701493,0.7025435874830894
670,diabetes,5,sqrt-order,euclidean,8,0.7377604166666668,0.7112008873017058,0.6949011940298507,0.7006947926273855
671,diabetes,5,sqrt-order,euclidean,9,0.7388020833333333,0.7123997488925746,0.6962552238805969,0.7020281695312789
672,diabetes,6,uniform,manhattan,2,0.7190625,0.7009777393995126,0.6410319402985075,0.6468147106508423
673,diabetes,6,uniform,manhattan,3,0.7217578125,0.7034905673756003,0.6460625373134329,0.652699569901067
674,diabetes,6,uniform,manhattan,4,0.7226692708333334,0.7043971973259615,0.6476455223880597,0.6545089790484788
675,diabetes,6,uniform,manhattan,5,0.7216666666666669,0.7026150993362217,0.6468322388059701,0.6535727314674586
676,diabetes,6,uniform,manhattan,6,0.7235286458333333,0.7045193063437608,0.6500541791044776,0.6572527759439944
677,diabetes,6,uniform,manhattan,7,0.7221614583333333,0.7021463697773916,0.6489435820895523,0.6559788452655334
678,diabetes,6,uniform,manhattan,8,0.7213671875000002,0.7010215526887597,0.6480219402985076,0.6549696540496689
679,diabetes,6,uniform,manhattan,9,0.7220052083333333,0.7017414694196309,0.6490573134328358,0.6561455147605335
680,diabetes,6,uniform,euclidean,2,0.7242447916666669,0.7062308306456734,0.6501626865671642,0.6573080366568773
681,diabetes,6,uniform,euclidean,3,0.7270182291666667,0.7079555644623008,0.6562228358208955,0.6640934661753594
682,diabetes,6,uniform,euclidean,4,0.7282552083333335,0.7088022353407857,0.6589820895522388,0.6671171675503825
683,diabetes,6,uniform,euclidean,5,0.7298307291666667,0.7106422481452165,0.6612655223880597,0.6696078113075365
684,diabetes,6,uniform,euclidean,6,0.7288541666666666,0.7089136072513912,0.6606280597014927,0.6689100001679487
685,diabetes,6,uniform,euclidean,7,0.7297135416666667,0.7100900984711069,0.6616516417910447,0.6700138174617055
686,diabetes,6,uniform,euclidean,8,0.7306119791666669,0.7108583512887836,0.6633891044776119,0.6718912298319292
687,diabetes,6,uniform,euclidean,9,0.7300130208333333,0.7099197567232604,0.6628425373134328,0.6712592526998878
688,diabetes,6,distance,manhattan,2,0.7285807291666667,0.701103147600758,0.6788395522388061,0.6855023815000458
689,diabetes,6,distance,manhattan,3,0.7297005208333333,0.7022841615872466,0.6808422388059701,0.6874729267208827
690,diabetes,6,distance,manhattan,4,0.7323177083333333,0.7053749860460401,0.6842979104477612,0.6909552922296691
691,diabetes,6,distance,manhattan,5,0.7324348958333333,0.7054297735501328,0.68489,0.6914534786346309
692,diabetes,6,distance,manhattan,6,0.7325130208333335,0.7055048253566916,0.685235671641791,0.6917551947854566
693,diabetes,6,distance,manhattan,7,0.732734375,0.7057365752962846,0.6856220895522389,0.6921263867594272
694,diabetes,6,distance,manhattan,8,0.7320312500000001,0.7048647748856243,0.6848829850746269,0.6913452830234711
695,diabetes,6,distance,manhattan,9,0.7331380208333331,0.7062009097601393,0.6860532835820894,0.6925777254807934
696,diabetes,6,distance,euclidean,2,0.7284375,0.7003464215494511,0.6826423880597016,0.6884804706290999
697,diabetes,6,distance,euclidean,3,0.7355598958333333,0.7087341308348322,0.6915144776119402,0.6974496162148405
698,diabetes,6,distance,euclidean,4,0.7362630208333333,0.7093808115055168,0.6938810447761194,0.6994164576952707
699,diabetes,6,distance,euclidean,5,0.7370442708333332,0.7102729602456725,0.6947407462686567,0.7003235677511279
700,diabetes,6,distance,euclidean,6,0.7380598958333333,0.7113930476365878,0.6963517910447762,0.7018392215101887
701,diabetes,6,distance,euclidean,7,0.7388541666666667,0.712307663811685,0.6975850746268657,0.7029891435827526
702,diabetes,6,distance,euclidean,8,0.7403385416666667,0.7139972193930797,0.7000408955223881,0.7052694531299954
703,diabetes,6,distance,euclidean,9,0.7408333333333335,0.7145733695755934,0.7003083582089552,0.7056277757422316
704,diabetes,6,sqrt-order,manhattan,2,0.7267317708333333,0.698865645732939,0.6763980597014926,0.6830471255531921
705,diabetes,6,sqrt-order,manhattan,3,0.7288151041666666,0.7012831232721384,0.679296567164179,0.6859684179958984
706,diabetes,6,sqrt-order,manhattan,4,0.7303515625000001,0.7030143061148786,0.6817837313432835,0.6884037411712566
707,diabetes,6,sqrt-order,manhattan,5,0.73109375,0.7039265631798883,0.6827346268656718,0.6893800396244523
708,diabetes,6,sqrt-order,manhattan,6,0.7332161458333332,0.7065482781650652,0.684806119402985,0.6916151704499128
709,diabetes,6,sqrt-order,manhattan,7,0.7336979166666666,0.7071251757411996,0.6854877611940299,0.6923170960117246
