dataset,n-k,voting,distance,n-folds,acc_mean,prec_mean,rec_mean,f1_mean
iris,3,sqrt-order,2,9,0.9450000000000002,0.9458897769408208,0.945,0.9452138026656133
iris,4,uniform,1,2,0.9448666666666666,0.9469577849344433,0.9448666666666666,0.9447567002314107
iris,4,uniform,1,3,0.9459333333333333,0.9477154604870324,0.9459333333333333,0.9458465261443164
iris,4,uniform,1,4,0.9444000000000001,0.9458820092321495,0.9443999999999998,0.9443223905520504
iris,4,uniform,1,5,0.9454666666666666,0.9467516997519675,0.9454666666666666,0.9453996690987979
iris,4,uniform,1,6,0.9439333333333334,0.9451565504974515,0.9439333333333332,0.9438680420250691
iris,4,uniform,1,7,0.9454,0.9464875801675972,0.9454,0.945343980141475
iris,4,uniform,1,8,0.9460000000000001,0.9469535709683214,0.9460000000000001,0.9459511781137312
iris,4,uniform,1,9,0.9465333333333333,0.9473746055124679,0.9465333333333332,0.9464906838799396
iris,4,uniform,2,2,0.9425333333333331,0.9459005215343518,0.9425333333333333,0.942364046006723
iris,4,uniform,2,3,0.9445333333333333,0.9469856919719359,0.9445333333333333,0.9444280403822237
iris,4,uniform,2,4,0.9459333333333335,0.9478691032468798,0.9459333333333333,0.9458496758803252
iris,4,uniform,2,5,0.9441999999999999,0.9459216713173622,0.9441999999999999,0.9441230878518835
iris,4,uniform,2,6,0.9449333333333333,0.9464480437936111,0.9449333333333332,0.9448619891950756
iris,4,uniform,2,7,0.9424666666666666,0.9438669850071445,0.9424666666666667,0.9423940922447572
iris,4,uniform,2,8,0.9432666666666667,0.9447892853301658,0.9432666666666667,0.9431875338947805
iris,4,uniform,2,9,0.9424666666666666,0.9437248382178499,0.9424666666666667,0.9424016328916733
iris,4,distance,1,2,0.9459333333333331,0.9462112844954637,0.9459333333333333,0.9459195676142303
iris,4,distance,1,3,0.9473999999999999,0.947546303133447,0.9474000000000001,0.9473928434691561
iris,4,distance,1,4,0.9480000000000001,0.9481185418911747,0.948,0.9479942367323374
iris,4,distance,1,5,0.9449333333333334,0.9450279554634596,0.9449333333333334,0.9449282354970401
iris,4,distance,1,6,0.9462000000000002,0.9462697820153703,0.9462,0.9461964326724789
iris,4,distance,1,7,0.9476000000000002,0.9476582843393767,0.9475999999999999,0.9475972261011615
iris,4,distance,1,8,0.9475333333333336,0.9475946375986293,0.9475333333333333,0.947530312679127
iris,4,distance,1,9,0.9466666666666668,0.9467313161795202,0.9466666666666667,0.9466634791848371
iris,4,distance,2,2,0.9463999999999999,0.9470905649814464,0.9464,0.9464590228667953
iris,4,distance,2,3,0.9489333333333333,0.9493398470263122,0.9489333333333332,0.948982744955961
iris,4,distance,2,4,0.9506666666666667,0.950940208461814,0.9506666666666667,0.9506948090789924
iris,4,distance,2,5,0.9494666666666667,0.9497061714227986,0.9494666666666666,0.9494940981613844
iris,4,distance,2,6,0.9511333333333333,0.951388732826137,0.9511333333333333,0.9511616419683455
iris,4,distance,2,7,0.9519333333333333,0.9520984233997668,0.9519333333333335,0.9519440092013425
iris,4,distance,2,8,0.9511333333333333,0.9513629683720998,0.9511333333333333,0.951160894934948
iris,4,distance,2,9,0.9520000000000001,0.9521833623192866,0.9519999999999998,0.9520129316973315
iris,4,sqrt-order,1,2,0.9447333333333333,0.9450195793463735,0.9447333333333332,0.9447183701758839
iris,4,sqrt-order,1,3,0.9451333333333334,0.9452843235219083,0.9451333333333334,0.945125293777866
iris,4,sqrt-order,1,4,0.9448666666666667,0.9449821070689133,0.9448666666666667,0.9448604843672839
iris,4,sqrt-order,1,5,0.9456,0.9456931567498795,0.9456,0.945595265488934
iris,4,sqrt-order,1,6,0.9474666666666667,0.9475296575040272,0.9474666666666667,0.9474637326557785
iris,4,sqrt-order,1,7,0.9473333333333335,0.9473921522455137,0.9473333333333332,0.9473306928451948
iris,4,sqrt-order,1,8,0.9460666666666667,0.9461299396681749,0.9460666666666668,0.9460634727258239
iris,4,sqrt-order,1,9,0.9465333333333337,0.9465936729201764,0.9465333333333332,0.9465303991461889
iris,4,sqrt-order,2,2,0.9457333333333332,0.9464952327148918,0.9457333333333334,0.9457824666606791
iris,4,sqrt-order,2,3,0.9458666666666667,0.9463464892572199,0.9458666666666666,0.945906765887944
iris,4,sqrt-order,2,4,0.9495333333333333,0.9498119501339466,0.9495333333333333,0.9495768465848055
iris,4,sqrt-order,2,5,0.9504666666666666,0.9507142152382475,0.9504666666666666,0.9504893078269206
iris,4,sqrt-order,2,6,0.9501999999999999,0.9504194560605331,0.9502,0.9502233385143211
iris,4,sqrt-order,2,7,0.9505333333333332,0.9507051005998981,0.9505333333333332,0.950551124610905
iris,4,sqrt-order,2,8,0.9510666666666667,0.9512390358104146,0.9510666666666665,0.9510760758903496
iris,4,sqrt-order,2,9,0.9501333333333334,0.950328719507258,0.9501333333333334,0.9501539476218984
iris,5,uniform,1,2,0.9495333333333333,0.9499456531690175,0.9495333333333333,0.9495143213573722
iris,5,uniform,1,3,0.9494,0.9496688647405149,0.9494,0.9493880530247802
iris,5,uniform,1,4,0.9499333333333333,0.9501960454166946,0.9499333333333334,0.9499218672390873
iris,5,uniform,1,5,0.9501333333333335,0.9504091416236898,0.9501333333333332,0.9501214741228572
iris,5,uniform,1,6,0.9502666666666666,0.9504735124879915,0.9502666666666666,0.9502576229444467
iris,5,uniform,1,7,0.9502000000000002,0.9504129266610555,0.9502,0.9501907888736283
iris,5,uniform,1,8,0.9501333333333334,0.9502948734003682,0.9501333333333332,0.9501263310963266
iris,5,uniform,1,9,0.9520666666666666,0.9522588133506601,0.9520666666666667,0.9520589501439694
iris,5,uniform,2,2,0.9515333333333335,0.9522176546958185,0.9515333333333332,0.9515263611376861
iris,5,uniform,2,3,0.9523333333333333,0.9528559444456781,0.9523333333333333,0.9523429926159682
iris,5,uniform,2,4,0.9536666666666668,0.9540738925153168,0.9536666666666668,0.9536830632534085
iris,5,uniform,2,5,0.9508666666666667,0.9511508065001326,0.9508666666666666,0.9508785132341738
iris,5,uniform,2,6,0.9517333333333333,0.9519426886230721,0.9517333333333333,0.9517356059969018
iris,5,uniform,2,7,0.9504,0.9506570594228763,0.9504,0.9504090817816752
iris,5,uniform,2,8,0.9517333333333333,0.9518970865484403,0.9517333333333333,0.9517329520818817
iris,5,uniform,2,9,0.9507333333333334,0.9508831205728544,0.9507333333333334,0.950738479925919
iris,5,distance,1,2,0.9519999999999998,0.9523192862068219,0.9519999999999998,0.9519854637675642
iris,5,distance,1,3,0.9512666666666668,0.9514455598236915,0.9512666666666667,0.9512589486212368
iris,5,distance,1,4,0.9513333333333333,0.9514434346228173,0.9513333333333333,0.9513288254474505
iris,5,distance,1,5,0.9522666666666667,0.9523868686600107,0.9522666666666665,0.952262011939321
iris,5,distance,1,6,0.9514666666666665,0.9515843248914712,0.9514666666666665,0.9514620384804704
iris,5,distance,1,7,0.9512,0.9513030394842268,0.9512,0.9511957321540315
iris,5,distance,1,8,0.9520000000000001,0.9521038677009267,0.9519999999999998,0.9519959459251246
iris,5,distance,1,9,0.9520000000000001,0.9520923207744636,0.9520000000000001,0.9519963995119001
iris,5,distance,2,2,0.9540666666666665,0.9544643155560988,0.9540666666666666,0.9540690582810453
iris,5,distance,2,3,0.9557333333333332,0.9561165256533729,0.9557333333333334,0.9557405382522915
iris,5,distance,2,4,0.9556666666666668,0.9559424449169268,0.9556666666666667,0.9556887370432527
iris,5,distance,2,5,0.9544666666666667,0.9546803129320289,0.9544666666666668,0.9544747665436749
iris,5,distance,2,6,0.9542666666666668,0.9544679937480784,0.9542666666666666,0.9542764519326079
iris,5,distance,2,7,0.9542666666666668,0.9544340053970306,0.9542666666666666,0.9542818734294398
iris,5,distance,2,8,0.9527333333333332,0.9528928846561526,0.9527333333333333,0.9527458830235084
iris,5,distance,2,9,0.9521999999999998,0.9522953896943394,0.9522,0.9521984927824515
iris,5,sqrt-order,1,2,0.948,0.948428146605246,0.948,0.947979203848011
iris,5,sqrt-order,1,3,0.9487333333333333,0.948959976104823,0.9487333333333333,0.948722867514993
iris,5,sqrt-order,1,4,0.9485333333333333,0.9486645549229379,0.9485333333333331,0.948527424522732
iris,5,sqrt-order,1,5,0.9497999999999999,0.9499251095800626,0.9498000000000002,0.9497942169866334
iris,5,sqrt-order,1,6,0.9492666666666666,0.9494033144026842,0.9492666666666666,0.9492604583707672
iris,5,sqrt-order,1,7,0.9508000000000001,0.9509208126840479,0.9508,0.9507948387155644
iris,5,sqrt-order,1,8,0.95,0.9501577937395842,0.95,0.949992702701287
iris,5,sqrt-order,1,9,0.9517333333333333,0.9518609051312833,0.9517333333333333,0.9517278654956333
iris,5,sqrt-order,2,2,0.9475333333333331,0.948246439251634,0.9475333333333333,0.9475825136677792
iris,5,sqrt-order,2,3,0.9481333333333335,0.9486918230182436,0.9481333333333335,0.948170542569234
iris,5,sqrt-order,2,4,0.9474000000000001,0.9478562829233423,0.9473999999999999,0.947443397589552
iris,5,sqrt-order,2,5,0.9485333333333332,0.9488272513837727,0.9485333333333333,0.9485573188809879
iris,5,sqrt-order,2,6,0.9486,0.9488982657533472,0.9486000000000001,0.9486372951710079
iris,5,sqrt-order,2,7,0.9469333333333335,0.9471314944613366,0.9469333333333333,0.9469640836811283
iris,5,sqrt-order,2,8,0.9469333333333335,0.9470947019137458,0.9469333333333335,0.946939285068266
iris,5,sqrt-order,2,9,0.9486666666666668,0.9488224071200086,0.9486666666666665,0.948682967563742
iris,6,uniform,1,2,0.9478,0.9492357697178087,0.9478000000000001,0.9477315706916537
iris,6,uniform,1,3,0.9516,0.9528701695636774,0.9516000000000001,0.9515445097414126
iris,6,uniform,1,4,0.9506666666666664,0.9518052082733588,0.9506666666666667,0.9506175535484499
iris,6,uniform,1,5,0.9516666666666665,0.9526643026677725,0.9516666666666667,0.9516257834634151
iris,6,uniform,1,6,0.95,0.950878781144105,0.95,0.9499632772736452
iris,6,uniform,1,7,0.951,0.9519282227847401,0.9510000000000001,0.9509619364231782
iris,6,uniform,1,8,0.9507333333333332,0.9516275948362198,0.9507333333333334,0.950697528336179
iris,6,uniform,1,9,0.9502666666666667,0.9511758819641621,0.9502666666666666,0.9502289195496169
iris,6,uniform,2,2,0.9488000000000001,0.9513007473877981,0.9488,0.9486872437040816
iris,6,uniform,2,3,0.9494666666666666,0.9518040811605768,0.9494666666666666,0.9493599709853946
iris,6,uniform,2,4,0.9520666666666665,0.9541626764473881,0.9520666666666667,0.9519747926369537
iris,6,uniform,2,5,0.9541333333333332,0.9559131788191477,0.9541333333333334,0.9540600974485324
iris,6,uniform,2,6,0.9530666666666667,0.9548517453485323,0.9530666666666667,0.9529908146245163
iris,6,uniform,2,7,0.9531999999999999,0.9548847135781156,0.9532000000000002,0.9531293065842558
iris,6,uniform,2,8,0.9537333333333333,0.955391499449431,0.9537333333333333,0.9536640696619859
iris,6,uniform,2,9,0.9542666666666668,0.9558354319214795,0.9542666666666666,0.9542020580246204
iris,6,distance,1,2,0.9507333333333334,0.9509935851291386,0.9507333333333332,0.9507212394524747
iris,6,distance,1,3,0.9498000000000001,0.949898108537489,0.9497999999999998,0.9497954986692986
iris,6,distance,1,4,0.9477333333333335,0.9478601770241083,0.9477333333333333,0.9477276647709427
iris,6,distance,1,5,0.9469333333333332,0.9470346066631781,0.9469333333333335,0.9469286255076088
iris,6,distance,1,6,0.9470666666666666,0.9471593878577071,0.9470666666666667,0.9470624924677342
iris,6,distance,1,7,0.9469333333333334,0.9470051810467777,0.9469333333333335,0.9469299459437741
iris,6,distance,1,8,0.9462666666666665,0.9463362203855902,0.9462666666666667,0.9462633726357831
iris,6,distance,1,9,0.9471333333333334,0.9471953802033634,0.9471333333333335,0.9471304994925263
iris,6,distance,2,2,0.9538666666666665,0.9543382424777505,0.9538666666666665,0.9538757117677548
iris,6,distance,2,3,0.9526666666666666,0.9530585982744215,0.9526666666666666,0.9526750119418085
iris,6,distance,2,4,0.9562,0.9564718908454201,0.9562,0.9562154056406568
iris,6,distance,2,5,0.9560000000000001,0.9563546865862859,0.9559999999999998,0.9560132587319596
iris,6,distance,2,6,0.9558,0.956030606853288,0.9558,0.9558091462243968
iris,6,distance,2,7,0.9550666666666666,0.9553160615083406,0.9550666666666666,0.9550737524790467
iris,6,distance,2,8,0.9543333333333333,0.9545541189334951,0.9543333333333334,0.954345669316987
iris,6,distance,2,9,0.9541333333333334,0.9543541995713148,0.9541333333333334,0.9541425302589238
iris,6,sqrt-order,1,2,0.9461333333333333,0.9464317150213295,0.9461333333333335,0.9461183055010849
iris,6,sqrt-order,1,3,0.9462666666666668,0.9464258193654099,0.9462666666666667,0.9462590640174299
iris,6,sqrt-order,1,4,0.9455333333333336,0.9456669522983205,0.9455333333333334,0.9455270176554107
iris,6,sqrt-order,1,5,0.9454,0.945504118446831,0.9454,0.9453949916797039
iris,6,sqrt-order,1,6,0.9450666666666666,0.9451602144085666,0.9450666666666666,0.9450620253860439
iris,6,sqrt-order,1,7,0.9449333333333333,0.9450158573685885,0.9449333333333334,0.9449292791464021
iris,6,sqrt-order,1,8,0.9448000000000001,0.9448737689947776,0.9448000000000002,0.9447964259571214
iris,6,sqrt-order,1,9,0.9449333333333334,0.9449845112403936,0.9449333333333334,0.9449307862839104
iris,6,sqrt-order,2,2,0.9500666666666665,0.950579213986896,0.9500666666666666,0.9500793601925522
iris,6,sqrt-order,2,3,0.9513333333333333,0.9519182774151104,0.9513333333333333,0.9513560692256621
iris,6,sqrt-order,2,4,0.9551999999999999,0.9555134205720783,0.9552000000000002,0.955218870739446
iris,6,sqrt-order,2,5,0.9540000000000001,0.9543487863088387,0.954,0.9540106911872933
iris,6,sqrt-order,2,6,0.9514666666666666,0.9518081962442609,0.9514666666666668,0.9514802444289804
iris,6,sqrt-order,2,7,0.9543333333333333,0.9545531935216932,0.9543333333333331,0.9543315650246491
iris,6,sqrt-order,2,8,0.9525999999999999,0.9528843238993333,0.9525999999999999,0.9526064452768986
iris,6,sqrt-order,2,9,0.9537333333333332,0.9539472714911245,0.9537333333333333,0.9537391888879871
