dataset,n-k,voting,distance,n-folds,acc_mean,prec_mean,rec_mean,f1_mean
glass,3,distance,2,7,0.6972897196261683,0.6651583885482971,0.6493712685129893,0.6553644521574697
glass,3,distance,2,8,0.6967757009345794,0.6651738441927639,0.6503704797568894,0.655998998477228
glass,3,distance,2,9,0.6965887850467292,0.6640574535254247,0.6493560705216519,0.6551827065780331
glass,3,sqrt-order,1,2,0.6794859813084112,0.6354073573588416,0.6170544822098414,0.6197280340000344
glass,3,sqrt-order,1,3,0.6977570093457943,0.6571451167876942,0.6486496283530553,0.6481070361663474
glass,3,sqrt-order,1,4,0.7038785046728971,0.6635509266976394,0.6561482142254268,0.6559541143792444
glass,3,sqrt-order,1,5,0.7072897196261683,0.6695481895365827,0.6651241411746108,0.663902269100744
glass,3,sqrt-order,1,6,0.7096728971962617,0.6730241357649368,0.6722381457601112,0.669417015541005
glass,3,sqrt-order,1,7,0.7118691588785047,0.6722808152628471,0.6730309118481959,0.6692479672455874
glass,3,sqrt-order,1,8,0.7121495327102803,0.6741610208440564,0.6746819005806676,0.6711296756653172
glass,3,sqrt-order,1,9,0.7154672897196264,0.6769829155640166,0.6833580753582087,0.677085094669949
glass,3,sqrt-order,2,2,0.656355140186916,0.6035299979568606,0.57596985478076,0.5838976901125832
glass,3,sqrt-order,2,3,0.6771028037383178,0.6364359560876074,0.6138383901298121,0.6218202444866089
glass,3,sqrt-order,2,4,0.6813551401869158,0.6462080848158286,0.6248621389098863,0.6330022658293556
glass,3,sqrt-order,2,5,0.6838317757009347,0.645682700423384,0.6308518270633676,0.6363909227369884
glass,3,sqrt-order,2,6,0.6851401869158881,0.6497489339895755,0.6340710479237223,0.6401795739577292
glass,3,sqrt-order,2,7,0.6870560747663551,0.6536265833107139,0.6406304360917897,0.6457713495083622
glass,3,sqrt-order,2,8,0.6912149532710282,0.658204706787086,0.6449130366636238,0.6501167220384155
glass,3,sqrt-order,2,9,0.6910747663551403,0.6588650242997521,0.6475326363858712,0.6520555395406605
glass,4,uniform,1,2,0.6573831775700935,0.6250234703485037,0.5488991420664315,0.5664895118288578
glass,4,uniform,1,3,0.674766355140187,0.6413713124831579,0.5811346296689522,0.5973041477055259
glass,4,uniform,1,4,0.6806542056074766,0.6425655564847977,0.5946775869933497,0.6071233664542532
glass,4,uniform,1,5,0.6835514018691589,0.6505776380045079,0.5968127576313229,0.6117285554498628
glass,4,uniform,1,6,0.6890186915887849,0.6526390587159402,0.6035064835464643,0.6162706873702198
